id,label,category,type,description,url,ia,acceso,subcategoria,sector,fecha,source_file,extra
company_134,BABLE Smart Cities,empresas,Empresa privada,Plataforma que conecta ciudades con soluciones inteligentes y proveedores de tecnología urbana.,https://www.linkedin.com/company/bable-smartcities,,,,Smart Cities / Tecnología,2025-09-05,companies,"{""tipo"": ""Empresa privada""}"
company_135,Integrating Cities,empresas,Red / Asociación,Iniciativa europea sobre integración de migrantes a través de políticas urbanas.,https://www.linkedin.com/company/integrating-cities,,,,Urbanismo,2025-09-02,companies,"{""tipo"": ""Red / Asociación""}"
company_136,European Urban Initiative,empresas,Institución pública,Iniciativa de la UE que apoya el desarrollo urbano sostenible e innovador en Europa.,https://www.linkedin.com/company/european-urban-initiative,,,,Urbanismo,2025-09-02,companies,"{""tipo"": ""Institución pública""}"
company_137,"IDOM Consulting, Engineering, Architecture",empresas,Consultora,"Firma española multidisciplinar de consultoría, ingeniería y arquitectura.",https://www.linkedin.com/company/idom-consulting-engineering-architecture,,,,Urbanismo,2025-08-31,companies,"{""tipo"": ""Consultora""}"
company_138,Ezquiaga Arquitectura Sociedad y Territorio SL.,empresas,Estudio de arquitectura,Estudio español de arquitectura y urbanismo dirigido por José María Ezquiaga.,https://www.linkedin.com/company/ezquiaga-arquitectura,,,,Urbanismo,2025-08-31,companies,"{""tipo"": ""Estudio de arquitectura""}"
company_139,KPF,empresas,Estudio de arquitectura,"Kohn Pedersen Fox, estudio global de arquitectura conocido por rascacielos y masterplanning.",https://www.linkedin.com/company/kpf,,,,Arquitectura,2025-08-31,companies,"{""tipo"": ""Estudio de arquitectura""}"
company_140,Digital+Sustainable Innovation Lab,empresas,Laboratorio de investigación,Laboratorio de innovación en digitalización y sostenibilidad para el entorno construido.,https://www.linkedin.com/company/digital-sustainable-innovation-lab,,,,Sostenibilidad / Medio ambiente,2025-08-31,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_141,Integrated Projects,empresas,Consultora,Consultora de gestión de proyectos integrados en urbanismo e infraestructura.,https://www.linkedin.com/company/integrated-projects,,,,Urbanismo,2025-08-31,companies,"{""tipo"": ""Consultora""}"
company_142,Civic Data Design Lab,empresas,Laboratorio de investigación,Laboratorio del MIT que utiliza datos y diseño para mejorar la vida cívica y urbana.,https://www.linkedin.com/company/civic-data-design-lab,,,,Datos / Analítica,2025-08-31,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_143,Spatial Pixel,empresas,Empresa privada,Estudio de visualización de datos geoespaciales y cartografía digital.,https://www.linkedin.com/company/spatial-pixel,,,,GIS / Geoespacial,2025-08-31,companies,"{""tipo"": ""Empresa privada""}"
company_144,Invest in Open Infrastructure,empresas,ONG / Fundación,Iniciativa que promueve la inversión en infraestructura digital abierta y sostenible.,https://www.linkedin.com/company/invest-in-open-infrastructure,,,,Otro,2025-08-31,companies,"{""tipo"": ""ONG / Fundación""}"
company_145,Superbloom,empresas,ONG / Fundación,Organización dedicada a apoyar el ecosistema de software libre y abierto.,https://www.linkedin.com/company/superbloom,,,,Otro,2025-08-31,companies,"{""tipo"": ""ONG / Fundación""}"
company_146,LG유플러스 (LG Uplus),empresas,Empresa privada,Operador de telecomunicaciones surcoreano con proyectos en smart cities y 5G.,https://www.linkedin.com/company/lg-uplus,,,,Smart Cities / Tecnología,2025-08-31,companies,"{""tipo"": ""Empresa privada""}"
company_147,Barcelona Institute for Global Health (ISGlobal),empresas,Laboratorio de investigación,Instituto de investigación en salud global con estudios sobre salud urbana y medio ambiente.,https://www.linkedin.com/company/isglobal,,,,Sostenibilidad / Medio ambiente,2025-08-31,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_148,IOM - UN Migration,empresas,Institución pública,Organización Internacional para las Migraciones de las Naciones Unidas.,https://www.linkedin.com/company/iom,,,,Cooperación internacional,2025-08-31,companies,"{""tipo"": ""Institución pública""}"
company_149,Bofill Taller de Arquitectura,empresas,Estudio de arquitectura,"Estudio fundado por Ricardo Bofill, referente de la arquitectura posmoderna y monumental.",https://www.linkedin.com/company/bofill-taller-de-arquitectura,,,,Arquitectura,2025-08-31,companies,"{""tipo"": ""Estudio de arquitectura""}"
company_150,Clean Cities ClimAccelerator,empresas,Red / Asociación,Aceleradora europea para startups de ciudades limpias y neutralidad climática.,https://www.linkedin.com/company/clean-cities-climaccelerator,,,,Sostenibilidad / Medio ambiente,2025-08-31,companies,"{""tipo"": ""Red / Asociación""}"
company_151,CDP,empresas,ONG / Fundación,"Organización global de divulgación ambiental para empresas, ciudades y gobiernos.",https://www.linkedin.com/company/cdp-worldwide,,,,Sostenibilidad / Medio ambiente,2025-08-30,companies,"{""tipo"": ""ONG / Fundación""}"
company_152,CARTO,empresas,Empresa privada,Plataforma española de inteligencia geoespacial y análisis de datos de localización.,https://www.linkedin.com/company/carto,,,,GIS / Geoespacial,2025-08-30,companies,"{""tipo"": ""Empresa privada""}"
company_153,Pla Estratègic Metropolità de Barcelona (PEMB),empresas,Institución pública,Plan estratégico metropolitano de Barcelona para el desarrollo urbano a largo plazo.,https://www.linkedin.com/company/pemb,,,,Urbanismo,2025-08-28,companies,"{""tipo"": ""Institución pública""}"
company_154,Gehl - Making Cities for People,empresas,Consultora,"Consultora danesa de diseño urbano fundada por Jan Gehl, referente en ciudades a escala humana.",https://www.linkedin.com/company/gehl,,,,Urbanismo,2025-08-27,companies,"{""tipo"": ""Consultora""}"
company_155,The Academy of Urbanism (AoU),empresas,Red / Asociación,Academia británica que premia y promueve las mejores prácticas en urbanismo.,https://www.linkedin.com/company/the-academy-of-urbanism,,,,Urbanismo,2025-08-27,companies,"{""tipo"": ""Red / Asociación""}"
company_156,TC Cuadernos- revista de arquitectura,empresas,Medio / Publicación,Revista española de arquitectura que documenta obras contemporáneas de referencia.,https://www.linkedin.com/company/tc-cuadernos,,,,Arquitectura,2025-08-27,companies,"{""tipo"": ""Medio / Publicación""}"
company_157,Centre for Cities,empresas,Laboratorio de investigación,Think tank británico dedicado a la investigación económica y política de las ciudades.,https://www.linkedin.com/company/centre-for-cities,,,,Urbanismo,2025-08-27,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_158,Urban Design Group,empresas,Red / Asociación,Organización profesional del Reino Unido que promueve el diseño urbano de calidad.,https://www.linkedin.com/company/urban-design-group,,,,Urbanismo,2025-08-27,companies,"{""tipo"": ""Red / Asociación""}"
company_159,Instituto Geográfico Nacional de España y O.A. CNIG,empresas,Institución pública,"Organismo público español de cartografía, geodesia y datos geográficos nacionales.",https://www.linkedin.com/company/ign-cnig,,,,GIS / Geoespacial,2025-08-24,companies,"{""tipo"": ""Institución pública""}"
company_160,COTA CERO Estudios Urbanos y Territoriales SLP,empresas,Consultora,Estudio de urbanismo y planificación territorial en España.,https://www.linkedin.com/company/cota-cero,,,,Urbanismo,2025-08-24,companies,"{""tipo"": ""Consultora""}"
company_161,International Federation of Landscape Architects (IFLA),empresas,Red / Asociación,Federación internacional de arquitectos paisajistas que promueve la profesión globalmente.,https://www.linkedin.com/company/ifla-world,,,,Paisajismo,2025-08-24,companies,"{""tipo"": ""Red / Asociación""}"
company_162,IFLA AFRICA (Landscape architecture),empresas,Red / Asociación,Capítulo africano de la Federación Internacional de Arquitectos Paisajistas.,https://www.linkedin.com/company/ifla-africa,,,,Paisajismo,2025-08-24,companies,"{""tipo"": ""Red / Asociación""}"
company_163,paisatge.org,empresas,Red / Asociación,Observatorio del paisaje de Cataluña dedicado a la protección y gestión del paisaje.,https://www.linkedin.com/company/paisatge-org,,,,Paisajismo,2025-08-24,companies,"{""tipo"": ""Red / Asociación""}"
company_164,AECOM,empresas,Consultora,"Multinacional de infraestructura, ingeniería y diseño urbano presente en más de 150 países.",https://www.linkedin.com/company/aecom,,,,Urbanismo,2025-08-24,companies,"{""tipo"": ""Consultora""}"
company_165,The World Bank,empresas,Institución pública,Institución financiera internacional que financia proyectos de desarrollo urbano y reducción de pobreza.,https://www.linkedin.com/company/the-world-bank,,,,Cooperación internacional,2025-08-23,companies,"{""tipo"": ""Institución pública""}"
company_166,MIT Senseable City Lab,empresas,Laboratorio de investigación,Laboratorio del MIT que investiga cómo las tecnologías digitales transforman las ciudades.,https://www.linkedin.com/company/mit-senseable-city-lab,,,,Smart Cities / Tecnología,2025-08-18,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_167,UNESCO Chair in Urban Landscape,empresas,Universidad / Academia,Cátedra UNESCO dedicada a la investigación y enseñanza sobre paisaje urbano.,https://www.linkedin.com/company/unesco-chair-urban-landscape,,,,Paisajismo,2025-08-18,companies,"{""tipo"": ""Universidad / Academia""}"
company_168,Center for Digital Visual Studies - University of Zurich - Max Planck Society,empresas,Laboratorio de investigación,Centro de investigación en estudios visuales digitales de la Universidad de Zúrich y Max Planck.,https://www.linkedin.com/company/center-for-digital-visual-studies,,,,Datos / Analítica,2025-08-18,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_169,Esri España,empresas,Empresa privada,"Filial española de Esri, líder mundial en software GIS y ArcGIS.",https://www.linkedin.com/company/esri-espana,,,,GIS / Geoespacial,2025-08-18,companies,"{""tipo"": ""Empresa privada""}"
company_170,MASS MADERA Built-by-nature,empresas,Red / Asociación,Iniciativa para promover la construcción masiva en madera y la edificación sostenible.,https://www.linkedin.com/company/mass-madera,,,,Sostenibilidad / Medio ambiente,2025-08-06,companies,"{""tipo"": ""Red / Asociación""}"
company_171,Smart&City Solutions,empresas,Consultora,Consultora de soluciones inteligentes para la gestión y planificación de ciudades.,https://www.linkedin.com/company/smart-city-solutions,,,,Smart Cities / Tecnología,2025-07-03,companies,"{""tipo"": ""Consultora""}"
company_172,urbanNext,empresas,Medio / Publicación,"Plataforma editorial sobre urbanismo, arquitectura y cultura contemporánea del espacio.",https://www.linkedin.com/company/urbannext,,,,Urbanismo,2025-05-07,companies,"{""tipo"": ""Medio / Publicación""}"
company_173,"Inclusive Communities, Thriving Cities Programme | by UN-Habitat",empresas,Institución pública,Programa de UN-Habitat para comunidades inclusivas y ciudades prósperas.,https://www.linkedin.com/company/inclusive-communities-thriving-cities,,,,Cooperación internacional,2025-04-20,companies,"{""tipo"": ""Institución pública""}"
company_174,Our City Plans | by UN-Habitat,empresas,Institución pública,Iniciativa de UN-Habitat para apoyar la planificación urbana participativa y accesible.,https://www.linkedin.com/company/our-city-plans,,,,Urbanismo,2025-04-20,companies,"{""tipo"": ""Institución pública""}"
company_175,UN-Habitat Urban Lab,empresas,Institución pública,Laboratorio de innovación urbana de UN-Habitat para soluciones de desarrollo sostenible.,https://www.linkedin.com/company/un-habitat-urban-lab,,,,Urbanismo,2025-04-20,companies,"{""tipo"": ""Institución pública""}"
company_176,UNOPS,empresas,Institución pública,Oficina de las Naciones Unidas de Servicios para Proyectos de infraestructura y desarrollo.,https://www.linkedin.com/company/unops,,,,Cooperación internacional,2025-04-20,companies,"{""tipo"": ""Institución pública""}"
company_177,Bloomberg Harvard City Leadership Initiative,empresas,Universidad / Academia,Programa de Harvard y Bloomberg para formar alcaldes y líderes urbanos.,https://www.linkedin.com/company/bloomberg-harvard-city-leadership-initiative,,,,Urbanismo,2025-04-20,companies,"{""tipo"": ""Universidad / Academia""}"
company_178,Bloomberg Center for Cities at Harvard University,empresas,Universidad / Academia,Centro de Harvard dedicado a la investigación y formación en liderazgo y gestión de ciudades.,https://www.linkedin.com/company/bloomberg-center-for-cities,,,,Urbanismo,2025-04-20,companies,"{""tipo"": ""Universidad / Academia""}"
company_179,NEOM,empresas,Empresa privada,Megaproyecto urbano y tecnológico de Arabia Saudí que incluye The Line y ciudades del futuro.,https://www.linkedin.com/company/neom,,,,Urbanismo,2025-03-12,companies,"{""tipo"": ""Empresa privada""}"
company_180,Revue Urbanisme,empresas,Medio / Publicación,"Revista francesa de referencia sobre urbanismo, planificación y políticas territoriales.",https://www.linkedin.com/company/revue-urbanisme,,,,Urbanismo,2025-03-09,companies,"{""tipo"": ""Medio / Publicación""}"
company_181,Society and Urban Form (SURF) Research Lab,empresas,Laboratorio de investigación,Laboratorio de investigación sobre forma urbana y su relación con la sociedad.,https://www.linkedin.com/company/surf-research-lab,,,,Urbanismo,2025-03-01,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_182,14th International Space Syntax Symposium,empresas,Red / Asociación,Simposio internacional sobre sintaxis espacial y análisis de redes urbanas.,https://www.linkedin.com/company/14th-international-space-syntax-symposium,,,,Urbanismo,2025-03-01,companies,"{""tipo"": ""Red / Asociación""}"
company_183,TWIN2EXPAND,empresas,Red / Asociación,Proyecto europeo de hermanamiento para la expansión de redes urbanas e investigación.,https://www.linkedin.com/company/twin2expand,,,,Urbanismo,2025-03-01,companies,"{""tipo"": ""Red / Asociación""}"
company_184,Hexagonal LAB / Foundation / Consulting,empresas,Consultora,"Laboratorio y consultora de urbanismo, innovación social y transformación territorial.",https://www.linkedin.com/company/hexagonal-lab,,,,Urbanismo,2025-02-13,companies,"{""tipo"": ""Consultora""}"
company_185,Institut Metròpoli | UAB,empresas,Laboratorio de investigación,Instituto de estudios metropolitanos de la Universidad Autónoma de Barcelona.,https://www.linkedin.com/company/institut-metropoli,,,,Urbanismo,2025-02-08,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_186,International Institute for Environment and Development (IIED),empresas,ONG / Fundación,"Instituto de investigación y acción sobre desarrollo sostenible, ciudades y cambio climático.",https://www.linkedin.com/company/iied,,,,Sostenibilidad / Medio ambiente,2025-02-08,companies,"{""tipo"": ""ONG / Fundación""}"
company_187,Anteverti,empresas,Consultora,"Consultora española de innovación, smart cities y estrategia tecnológica.",https://www.linkedin.com/company/anteverti,,,,Smart Cities / Tecnología,2025-02-08,companies,"{""tipo"": ""Consultora""}"
company_188,Ajuntament de Barcelona,empresas,Institución pública,"Ayuntamiento de Barcelona, referente en políticas de urbanismo y superilles.",https://www.linkedin.com/company/ajuntament-de-barcelona,,,,Urbanismo,2025-02-08,companies,"{""tipo"": ""Institución pública""}"
company_189,"OECD Centre for Entrepreneurship, SMEs, Regions & Cities",empresas,Institución pública,"Centro de la OCDE para políticas de emprendimiento, pymes y desarrollo regional y urbano.",https://www.linkedin.com/company/oecd-cfe,,,,Urbanismo,2025-02-05,companies,"{""tipo"": ""Institución pública""}"
company_190,United Nations Office for Disaster Risk Reduction (UNDRR),empresas,Institución pública,Oficina de la ONU para la reducción del riesgo de desastres y resiliencia urbana.,https://www.linkedin.com/company/undrr,,,,Cooperación internacional,2025-02-05,companies,"{""tipo"": ""Institución pública""}"
company_191,OECD - OCDE,empresas,Institución pública,Organización para la Cooperación y el Desarrollo Económicos con trabajo en políticas urbanas.,https://www.linkedin.com/company/oecd,,,,Cooperación internacional,2025-02-05,companies,"{""tipo"": ""Institución pública""}"
company_192,Space Syntax,empresas,Empresa privada,Empresa pionera en análisis de sintaxis espacial aplicado al diseño y planificación urbana.,https://www.linkedin.com/company/space-syntax,,,,Datos / Analítica,2025-02-04,companies,"{""tipo"": ""Empresa privada""}"
company_193,All Things Urban,empresas,Medio / Publicación,Plataforma de contenido y recursos sobre urbanismo y diseño de ciudades.,https://www.linkedin.com/company/all-things-urban,,,,Urbanismo,2025-01-30,companies,"{""tipo"": ""Medio / Publicación""}"
company_194,EU of Opportunities,empresas,Otro,Portal de oportunidades profesionales en instituciones y proyectos de la Unión Europea.,https://www.linkedin.com/company/eu-of-opportunities,,,,Empleo / Carreras,2025-01-30,companies,"{""tipo"": ""Otro""}"
company_195,Eurocities,empresas,Red / Asociación,Red de grandes ciudades europeas que colaboran en políticas urbanas y calidad de vida.,https://www.linkedin.com/company/eurocities,,,,Urbanismo,2025-01-30,companies,"{""tipo"": ""Red / Asociación""}"
company_196,Springco Urban Analytics,empresas,Empresa privada,Empresa de analítica urbana y modelos de datos para ciudades.,https://www.linkedin.com/company/springco-urban-analytics,,,,Datos / Analítica,2024-12-17,companies,"{""tipo"": ""Empresa privada""}"
company_197,Aretian Urban Analytics and Design,empresas,Consultora,Consultora de Harvard que aplica analítica urbana avanzada al diseño de ciudades.,https://www.linkedin.com/company/aretian,,,,Datos / Analítica,2024-12-17,companies,"{""tipo"": ""Consultora""}"
company_198,Architects Climate Action Network (ACAN),empresas,Red / Asociación,Red de arquitectos del Reino Unido que impulsa la acción climática en el sector de la construcción.,https://www.linkedin.com/company/architects-climate-action-network,,,,Sostenibilidad / Medio ambiente,2024-11-20,companies,"{""tipo"": ""Red / Asociación""}"
company_199,UK NZC Buildings Standard,empresas,Red / Asociación,Estándar británico de edificios de cero emisiones netas de carbono.,https://www.linkedin.com/company/uk-nzc-buildings-standard,,,,Sostenibilidad / Medio ambiente,2024-11-20,companies,"{""tipo"": ""Red / Asociación""}"
company_200,Reusefully Ltd,empresas,Empresa privada,Empresa dedicada a la reutilización de materiales de construcción y economía circular.,https://www.linkedin.com/company/reusefully,,,,Sostenibilidad / Medio ambiente,2024-11-20,companies,"{""tipo"": ""Empresa privada""}"
company_201,Recursos Urbans,empresas,Consultora,Consultora catalana de urbanismo y gestión de recursos urbanos.,https://www.linkedin.com/company/recursos-urbans,,,,Urbanismo,2024-11-20,companies,"{""tipo"": ""Consultora""}"
company_202,Davos Baukultur Alliance,empresas,Red / Asociación,Alianza internacional para promover la calidad del entorno construido basada en la Declaración de Davos.,https://www.linkedin.com/company/davos-baukultur-alliance,,,,Arquitectura,2024-11-03,companies,"{""tipo"": ""Red / Asociación""}"
company_203,Urban Agenda for the EU,empresas,Institución pública,Agenda urbana de la UE que promueve políticas urbanas integradas entre estados miembros.,https://www.linkedin.com/company/urban-agenda-for-the-eu,,,,Urbanismo,2024-11-03,companies,"{""tipo"": ""Institución pública""}"
company_204,JPI Urban Europe,empresas,Institución pública,Iniciativa de programación conjunta europea para la investigación en transformación urbana.,https://www.linkedin.com/company/jpi-urban-europe,,,,Urbanismo,2024-11-03,companies,"{""tipo"": ""Institución pública""}"
company_205,City Diplomacy Lab,empresas,Laboratorio de investigación,Laboratorio de investigación sobre diplomacia de ciudades y gobernanza urbana global.,https://www.linkedin.com/company/city-diplomacy-lab,,,,Urbanismo,2024-11-03,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_206,Cities@Heart,empresas,Red / Asociación,Iniciativa que coloca las ciudades en el centro de las políticas europeas.,https://www.linkedin.com/company/cities-at-heart,,,,Urbanismo,2024-11-03,companies,"{""tipo"": ""Red / Asociación""}"
company_207,URBACT,empresas,Red / Asociación,Programa europeo de cooperación e intercambio de conocimiento entre ciudades.,https://www.linkedin.com/company/urbact,,,,Urbanismo,2024-11-03,companies,"{""tipo"": ""Red / Asociación""}"
company_208,Universitat Politècnica de Catalunya (UPC),empresas,Universidad / Academia,"Universidad politécnica de referencia en España en arquitectura, urbanismo e ingeniería.",https://www.linkedin.com/company/upc,,,,Arquitectura,2024-10-19,companies,"{""tipo"": ""Universidad / Academia""}"
company_209,Esri,empresas,Empresa privada,Líder mundial en software de sistemas de información geográfica (ArcGIS).,https://www.linkedin.com/company/esri,,,,GIS / Geoespacial,2024-09-22,companies,"{""tipo"": ""Empresa privada""}"
company_210,MIT Media Lab,empresas,Laboratorio de investigación,"Laboratorio del MIT pionero en investigación interdisciplinar en tecnología, diseño y ciudades.",https://www.linkedin.com/company/mit-media-lab,,,,Smart Cities / Tecnología,2024-09-22,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_211,Xiji Incubator,empresas,Empresa privada,Incubadora tecnológica enfocada en innovación urbana y desarrollo de startups.,https://www.linkedin.com/company/xiji-incubator,,,,Smart Cities / Tecnología,2024-09-17,companies,"{""tipo"": ""Empresa privada""}"
company_212,Centre for Liveable Cities,empresas,Laboratorio de investigación,Centro de investigación de Singapur sobre ciudades habitables y gobernanza urbana.,https://www.linkedin.com/company/centre-for-liveable-cities,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_213,Cities Alliance,empresas,Red / Asociación,Alianza global que promueve ciudades inclusivas y reducción de la pobreza urbana.,https://www.linkedin.com/company/cities-alliance,,,,Cooperación internacional,2024-07-28,companies,"{""tipo"": ""Red / Asociación""}"
company_214,Women In Urbanism,empresas,Red / Asociación,Red que promueve la visibilidad y liderazgo de las mujeres en urbanismo y planificación.,https://www.linkedin.com/company/women-in-urbanism,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Red / Asociación""}"
company_215,IJURR Foundation,empresas,ONG / Fundación,Fundación del International Journal of Urban and Regional Research para investigación urbana.,https://www.linkedin.com/company/ijurr-foundation,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""ONG / Fundación""}"
company_216,LSE Cities,empresas,Laboratorio de investigación,Centro de investigación de la London School of Economics sobre urbanización y ciudades.,https://www.linkedin.com/company/lse-cities,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_217,CITIES FORUM,empresas,Red / Asociación,Foro de la Comisión Europea para el debate sobre políticas urbanas y cohesión territorial.,https://www.linkedin.com/company/cities-forum,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Red / Asociación""}"
company_218,C40 Cities,empresas,Red / Asociación,Red global de casi 100 alcaldes de grandes ciudades contra el cambio climático.,https://www.linkedin.com/company/c40-cities,,,,Sostenibilidad / Medio ambiente,2024-07-28,companies,"{""tipo"": ""Red / Asociación""}"
company_219,United Nations Careers,empresas,Institución pública,Portal oficial de empleo de las Naciones Unidas.,https://www.linkedin.com/company/united-nations-careers,,,,Empleo / Carreras,2024-07-28,companies,"{""tipo"": ""Institución pública""}"
company_220,International Careers Updates,empresas,Otro,Portal de oportunidades de empleo en organizaciones internacionales.,https://www.linkedin.com/company/international-careers-updates,,,,Empleo / Carreras,2024-07-28,companies,"{""tipo"": ""Otro""}"
company_221,UN Jobs,empresas,Otro,Plataforma de empleo para posiciones en agencias de las Naciones Unidas.,https://www.linkedin.com/company/un-jobs,,,,Empleo / Carreras,2024-07-28,companies,"{""tipo"": ""Otro""}"
company_222,Global Opportunities Network,empresas,Otro,Red de oportunidades de empleo y prácticas en organizaciones internacionales.,https://www.linkedin.com/company/global-opportunities-network,,,,Empleo / Carreras,2024-07-28,companies,"{""tipo"": ""Otro""}"
company_223,Resilient Cities Network,empresas,Red / Asociación,"Red global de ciudades que trabajan en resiliencia urbana, sucesora de 100 Resilient Cities.",https://www.linkedin.com/company/resilient-cities-network,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Red / Asociación""}"
company_224,"RMIT School of Global, Urban and Social Studies",empresas,Universidad / Academia,"Escuela de estudios globales, urbanos y sociales de RMIT University en Melbourne.",https://www.linkedin.com/company/rmit-guss,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Universidad / Academia""}"
company_225,African Centre for Cities,empresas,Laboratorio de investigación,Centro de investigación de la Universidad de Ciudad del Cabo sobre urbanización africana.,https://www.linkedin.com/company/african-centre-for-cities,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_226,Urban Resilience Dialogues,empresas,Red / Asociación,Plataforma de diálogo sobre resiliencia urbana y adaptación al cambio climático.,https://www.linkedin.com/company/urban-resilience-dialogues,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Red / Asociación""}"
company_227,"The Bartlett Development Planning Unit, UCL",empresas,Universidad / Academia,"Unidad de planificación del desarrollo urbano de The Bartlett, UCL, referente en urbanismo del sur global.",https://www.linkedin.com/company/bartlett-dpu,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Universidad / Academia""}"
company_228,Melbourne Centre for Cities,empresas,Laboratorio de investigación,Centro de investigación urbana de la Universidad de Melbourne.,https://www.linkedin.com/company/melbourne-centre-for-cities,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_229,RMIT Centre for Urban Research,empresas,Laboratorio de investigación,"Centro de investigación urbana de RMIT University sobre gobernanza, planificación y vivienda.",https://www.linkedin.com/company/rmit-cur,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_230,RMIT Europe,empresas,Universidad / Academia,Campus europeo de RMIT University con sede en Barcelona.,https://www.linkedin.com/company/rmit-europe,,,,Otro,2024-07-28,companies,"{""tipo"": ""Universidad / Academia""}"
company_231,Urban Design Lab,empresas,Laboratorio de investigación,Laboratorio de diseño urbano enfocado en investigación y divulgación sobre ciudades sostenibles.,https://www.linkedin.com/company/urban-design-lab,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_232,UN-Habitat (United Nations Human Settlements Programme),empresas,Institución pública,Programa de la ONU para asentamientos humanos y desarrollo urbano sostenible.,https://www.linkedin.com/company/un-habitat,,,,Urbanismo,2024-07-28,companies,"{""tipo"": ""Institución pública""}"
company_233,RAFAEL DE LA-HOZ Arquitectos,empresas,Estudio de arquitectura,"Estudio madrileño de arquitectura fundado por Rafael de La-Hoz, con proyectos emblemáticos.",https://www.linkedin.com/company/rafael-de-la-hoz,,,,Arquitectura,2024-05-27,companies,"{""tipo"": ""Estudio de arquitectura""}"
company_234,同济大学,empresas,Universidad / Academia,"Universidad Tongji de Shanghái, referente en arquitectura, urbanismo e ingeniería en China.",https://www.linkedin.com/company/tongji-university,,,,Urbanismo,2024-04-27,companies,"{""tipo"": ""Universidad / Academia""}"
company_235,"TRANSyT-UPM, Centro de Investigación del Transporte",empresas,Laboratorio de investigación,Centro de investigación en transporte de la Universidad Politécnica de Madrid.,https://www.linkedin.com/company/transyt-upm,,,,Transporte / Movilidad,2024-04-23,companies,"{""tipo"": ""Laboratorio de investigación""}"
company_236,The London School of Economics and Political Science (LSE),empresas,Universidad / Academia,"Universidad británica de referencia en ciencias sociales, economía y estudios urbanos.",https://www.linkedin.com/company/the-london-school-of-economics-and-political-science-lse-,,,,Urbanismo,2024-03-29,companies,"{""tipo"": ""Universidad / Academia""}"
company_237,Urbanistan,empresas,Medio / Publicación,Plataforma de contenido y debate sobre urbanismo y ciudades del futuro.,https://www.linkedin.com/company/urbanistan,,,,Urbanismo,2024-03-27,companies,"{""tipo"": ""Medio / Publicación""}"
company_238,Urban AI,empresas,Empresa privada,Organización dedicada a la investigación y aplicación de IA en contextos urbanos.,https://www.linkedin.com/company/urban-ai,,,,Datos / Analítica,2024-03-27,companies,"{""tipo"": ""Empresa privada""}"
company_239,Data Urbana,empresas,Empresa privada,Empresa de analítica de datos urbanos y geoespaciales para la toma de decisiones.,https://www.linkedin.com/company/data-urbana,,,,Datos / Analítica,2024-03-27,companies,"{""tipo"": ""Empresa privada""}"
company_240,trescientosmil,empresas,Consultora,"Estudio de urbanismo, análisis territorial y diseño de políticas urbanas.",https://www.linkedin.com/company/trescientosmil,,,,Urbanismo,2024-03-27,companies,"{""tipo"": ""Consultora""}"
company_241,Urban Resilience Hub by UN-Habitat's CRGP,empresas,Institución pública,Hub de resiliencia urbana del programa de reducción de riesgos de UN-Habitat.,https://www.linkedin.com/company/urban-resilience-hub,,,,Urbanismo,2024-03-12,companies,"{""tipo"": ""Institución pública""}"
company_242,Lacol,empresas,Estudio de arquitectura,Cooperativa de arquitectura de Barcelona especializada en vivienda cooperativa y participación.,https://www.linkedin.com/company/lacol,,,,Arquitectura,2024-02-29,companies,"{""tipo"": ""Estudio de arquitectura""}"
company_243,SUMA arquitectura,empresas,Estudio de arquitectura,Estudio de arquitectura con proyectos residenciales y equipamientos en España.,https://www.linkedin.com/company/suma-arquitectura,,,,Arquitectura,2024-02-27,companies,"{""tipo"": ""Estudio de arquitectura""}"
company_244,MIAUTICS,empresas,Empresa privada,"Empresa de tecnología geoespacial, drones y gemelos digitales para análisis urbano.",https://www.linkedin.com/company/miautics,,,,GIS / Geoespacial,2024-02-27,companies,"{""tipo"": ""Empresa privada""}"
